Season,Basin,Sub_basin,Name,ISO_time,Type,Latitude,Longitude,Wind,Pressure,Hem_NS,Hem_EW,Region
2000,SI,WA,JOHN,10DEC1999:10:00:00.00,NR,-12.6,120.6,25,1000,S,E,South Pacific/Indian
2000,SI,WA,JOHN,10DEC1999:16:00:00.00,NR,-13,120.5,25,1000,S,E,South Pacific/Indian
2000,SI,WA,JOHN,10DEC1999:22:00:00.00,NR,-13.3,120.1,30,998,S,E,South Pacific/Indian
2000,SI,WA,JOHN,11DEC1999:04:00:00.00,NR,-13.5,120,30,998,S,E,South Pacific/Indian
2000,SI,WA,JOHN,11DEC1999:07:00:00.00,NR,-13.5,120,30,998,S,E,South Pacific/Indian
2000,SI,WA,JOHN,11DEC1999:10:00:00.00,NR,-13.6,119.9,30,998,S,E,South Pacific/Indian
2000,SI,WA,JOHN,11DEC1999:13:00:00.00,NR,-13.6,119.9,35,995,S,E,South Pacific/Indian
2000,SI,WA,JOHN,11DEC1999:16:00:00.00,NR,-13.7,119.8,35,995,S,E,South Pacific/Indian
2000,SI,WA,JOHN,11DEC1999:19:00:00.00,NR,-13.8,119.7,50,985,S,E,South Pacific/Indian
2000,SI,WA,JOHN,11DEC1999:22:00:00.00,NR,-13.9,119.6,50,985,S,E,South Pacific/Indian
2000,SI,WA,JOHN,12DEC1999:01:00:00.00,NR,-14,119.4,55,980,S,E,South Pacific/Indian
2000,SI,WA,JOHN,12DEC1999:04:00:00.00,NR,-14.2,119.4,60,975,S,E,South Pacific/Indian
2000,SI,WA,JOHN,12DEC1999:07:00:00.00,NR,-14.5,119.4,60,975,S,E,South Pacific/Indian
2000,SI,WA,JOHN,12DEC1999:10:00:00.00,NR,-14.8,119.4,60,975,S,E,South Pacific/Indian
2000,SI,WA,JOHN,12DEC1999:13:00:00.00,NR,-15.1,119.4,60,975,S,E,South Pacific/Indian
2000,SI,WA,JOHN,12DEC1999:16:00:00.00,NR,-15.3,119.3,60,975,S,E,South Pacific/Indian
2000,SI,WA,JOHN,12DEC1999:19:00:00.00,NR,-15.6,119.2,60,975,S,E,South Pacific/Indian
2000,SI,WA,JOHN,12DEC1999:22:00:00.00,NR,-15.9,119.2,65,970,S,E,South Pacific/Indian
2000,SI,WA,JOHN,13DEC1999:01:00:00.00,NR,-16.3,118.9,70,965,S,E,South Pacific/Indian
2000,SI,WA,JOHN,13DEC1999:04:00:00.00,NR,-16.6,118.6,70,965,S,E,South Pacific/Indian
2000,SI,WA,JOHN,13DEC1999:07:00:00.00,NR,-16.8,118.6,70,965,S,E,South Pacific/Indian
2000,SI,WA,JOHN,13DEC1999:10:00:00.00,NR,-17.1,118.5,75,965,S,E,South Pacific/Indian
2000,SI,WA,JOHN,13DEC1999:13:00:00.00,NR,-17.3,118.3,80,960,S,E,South Pacific/Indian
2000,SI,WA,JOHN,13DEC1999:16:00:00.00,NR,-17.5,118.1,85,950,S,E,South Pacific/Indian
2000,SI,WA,JOHN,13DEC1999:19:00:00.00,NR,-17.7,118,95,940,S,E,South Pacific/Indian
2000,SI,WA,JOHN,13DEC1999:22:00:00.00,NR,-17.9,117.8,100,930,S,E,South Pacific/Indian
2000,SI,WA,JOHN,14DEC1999:01:00:00.00,NR,-18.2,117.6,110,915,S,E,South Pacific/Indian
2000,SI,WA,JOHN,14DEC1999:04:00:00.00,NR,-18.5,117.5,110,915,S,E,South Pacific/Indian
2000,SI,WA,JOHN,14DEC1999:07:00:00.00,NR,-18.9,117.4,110,915,S,E,South Pacific/Indian
2000,SI,WA,JOHN,14DEC1999:10:00:00.00,NR,-19.2,117.3,110,915,S,E,South Pacific/Indian
2000,SI,WA,JOHN,14DEC1999:13:00:00.00,NR,-19.5,117.3,110,915,S,E,South Pacific/Indian
2000,SI,WA,JOHN,14DEC1999:16:00:00.00,NR,-19.8,117.3,110,915,S,E,South Pacific/Indian
2000,SI,WA,JOHN,14DEC1999:19:00:00.00,NR,-20.1,117.4,100,930,S,E,South Pacific/Indian
2000,SI,WA,JOHN,14DEC1999:22:00:00.00,NR,-20.5,117.5,100,940,S,E,South Pacific/Indian
2000,SI,WA,JOHN,15DEC1999:01:00:00.00,NR,-20.8,117.6,90,950,S,E,South Pacific/Indian
2000,SI,WA,JOHN,15DEC1999:04:00:00.00,NR,-21.2,117.8,75,960,S,E,South Pacific/Indian
2000,SI,WA,JOHN,15DEC1999:07:00:00.00,NR,-21.6,118,65,970,S,E,South Pacific/Indian
2000,SI,WA,JOHN,15DEC1999:10:00:00.00,NR,-21.9,118.4,60,970,S,E,South Pacific/Indian
2000,SI,WA,JOHN,15DEC1999:13:00:00.00,NR,-22.1,118.8,55,975,S,E,South Pacific/Indian
2000,SI,WA,JOHN,15DEC1999:16:00:00.00,NR,-22.4,119.2,50,980,S,E,South Pacific/Indian
2000,SI,WA,JOHN,15DEC1999:19:00:00.00,NR,-22.7,119.6,45,985,S,E,South Pacific/Indian
2000,SI,WA,JOHN,15DEC1999:22:00:00.00,NR,-23.1,120.2,35,990,S,E,South Pacific/Indian
2000,SI,WA,JOHN,16DEC1999:01:00:00.00,NR,-23.4,120.6,30,995,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,23DEC1999:06:00:00.00,TS,-8.2,75.5,20,1007,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,23DEC1999:12:00:00.00,TS,-9,75.8,20,1005,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,23DEC1999:18:00:00.00,TS,-9.7,75.5,20,1005,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,24DEC1999:00:00:00.00,TS,-10.3,74.8,20,1005,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,24DEC1999:06:00:00.00,TS,-11.1,74.3,23,1004,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,24DEC1999:12:00:00.00,TS,-11.9,73.1,23,1004,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,24DEC1999:18:00:00.00,TS,-12.1,72.1,25,1002,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,25DEC1999:00:00:00.00,TS,-12.1,71.1,25,1000,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,25DEC1999:06:00:00.00,TS,-12.2,70,25,1000,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,25DEC1999:12:00:00.00,TS,-12.3,68.6,30,998,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,25DEC1999:18:00:00.00,TS,-12.5,67.8,35,995,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,26DEC1999:00:00:00.00,TS,-12.6,66.9,40,992,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,26DEC1999:06:00:00.00,TS,-12.9,65.7,40,990,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,26DEC1999:12:00:00.00,TS,-13.3,64.8,45,988,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,26DEC1999:18:00:00.00,TS,-13.8,64,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,27DEC1999:00:00:00.00,TS,-14.1,63,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,27DEC1999:06:00:00.00,TS,-14.3,62.2,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,27DEC1999:12:00:00.00,TS,-14.4,61.4,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,27DEC1999:18:00:00.00,TS,-14.5,60.3,45,988,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,28DEC1999:00:00:00.00,TS,-14.7,59.3,40,990,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,28DEC1999:06:00:00.00,TS,-15,58.3,40,992,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,28DEC1999:12:00:00.00,TS,-15.2,57.8,40,992,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,28DEC1999:18:00:00.00,TS,-15.4,57.2,40,992,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,29DEC1999:00:00:00.00,TS,-15.6,56.7,45,988,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,29DEC1999:06:00:00.00,TS,-15.7,56.2,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,29DEC1999:12:00:00.00,TS,-15.7,55.8,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,29DEC1999:18:00:00.00,TS,-15.6,55.4,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,30DEC1999:00:00:00.00,TS,-15.4,55,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,30DEC1999:06:00:00.00,TS,-15,54.3,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,30DEC1999:12:00:00.00,TS,-14.8,53,50,985,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,30DEC1999:18:00:00.00,TS,-14.2,52.2,45,988,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,31DEC1999:00:00:00.00,TS,-13.5,51.6,45,988,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,31DEC1999:06:00:00.00,TS,-13.1,51.1,40,992,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,31DEC1999:12:00:00.00,TS,-12.9,50.6,40,992,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,31DEC1999:18:00:00.00,TS,-12.7,49.9,35,995,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,01JAN2000:00:00:00.00,TS,-12.7,49,25,1000,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,01JAN2000:06:00:00.00,TS,-12.8,47.9,25,1000,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,01JAN2000:12:00:00.00,TS,-12.5,47.2,25,1000,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,01JAN2000:18:00:00.00,TS,-12.5,46.7,30,998,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,02JAN2000:00:00:00.00,TS,-12.8,45.9,33,996,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,02JAN2000:06:00:00.00,TS,-13.1,45,35,995,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,02JAN2000:12:00:00.00,TS,-13.5,44,35,995,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,02JAN2000:18:00:00.00,TS,-13.8,42.6,35,995,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,03JAN2000:00:00:00.00,TS,-13.7,41.4,33,996,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,03JAN2000:06:00:00.00,NR,-13.6,40.3,30,998,S,E,South Pacific/Indian
2000,SI,MM,ASTRIDE,03JAN2000:12:00:00.00,NR,-13.2,39.5,25,1000,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,03JAN2000:06:00:00.00,TS,-11.9,82.6,25,1000,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,03JAN2000:12:00:00.00,TS,-12.4,82.2,25,1000,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,03JAN2000:18:00:00.00,TS,-12.5,81.8,25,1000,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,04JAN2000:00:00:00.00,TS,-12.5,81.6,25,999,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,04JAN2000:06:00:00.00,TS,-12.4,81.8,25,999,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,04JAN2000:12:00:00.00,TS,-12,82.3,25,999,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,04JAN2000:18:00:00.00,TS,-11.4,82.9,25,999,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,05JAN2000:00:00:00.00,TS,-10.9,83.4,25,999,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,05JAN2000:06:00:00.00,TS,-10.9,84.1,25,999,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,05JAN2000:12:00:00.00,TS,-11.5,84,30,997,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,05JAN2000:18:00:00.00,TS,-11.9,83.2,35,995,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,06JAN2000:00:00:00.00,TS,-12.3,82.6,35,995,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,06JAN2000:06:00:00.00,TS,-12.7,82,40,992,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,06JAN2000:12:00:00.00,TS,-13.3,81.4,40,992,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,06JAN2000:18:00:00.00,TS,-13.8,80.4,42,990,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,07JAN2000:00:00:00.00,TS,-14.2,79.4,45,987,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,07JAN2000:06:00:00.00,TS,-14.7,78.3,45,987,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,07JAN2000:12:00:00.00,TS,-15.2,77.1,50,985,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,07JAN2000:18:00:00.00,TS,-15.5,75.8,53,980,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,08JAN2000:00:00:00.00,TS,-15.9,74.7,55,978,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,08JAN2000:06:00:00.00,TS,-16.5,73.3,60,973,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,08JAN2000:12:00:00.00,TS,-16.7,72,65,970,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,08JAN2000:18:00:00.00,TS,-17.1,71.1,70,965,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,09JAN2000:00:00:00.00,TS,-17.8,70,73,960,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,09JAN2000:06:00:00.00,TS,-18.4,68.8,75,958,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,09JAN2000:12:00:00.00,TS,-18.8,68,80,953,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,09JAN2000:18:00:00.00,TS,-19.6,67.6,85,950,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,10JAN2000:00:00:00.00,TS,-20.3,67.3,85,950,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,10JAN2000:06:00:00.00,TS,-21,67.1,85,950,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,10JAN2000:12:00:00.00,TS,-21.5,67.1,80,953,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,10JAN2000:18:00:00.00,TS,-22.2,67.2,70,965,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,11JAN2000:00:00:00.00,TS,-23,67.4,58,975,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,11JAN2000:06:00:00.00,TS,-23.7,67.7,53,980,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,11JAN2000:12:00:00.00,TS,-24.7,68.5,50,985,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,11JAN2000:18:00:00.00,TS,-25.4,68.8,40,992,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,12JAN2000:00:00:00.00,TS,-26.6,69.3,35,995,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,12JAN2000:06:00:00.00,TS,-27.7,70.1,35,995,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,12JAN2000:12:00:00.00,TS,-28.5,71.4,35,995,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,12JAN2000:18:00:00.00,ET,-29.3,72.7,35,995,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,13JAN2000:00:00:00.00,ET,-30.6,74.3,35,995,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,13JAN2000:06:00:00.00,ET,-31.8,74.9,35,990,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,13JAN2000:12:00:00.00,ET,-33,74.8,40,985,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,13JAN2000:18:00:00.00,ET,-34.1,74.6,40,985,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,14JAN2000:00:00:00.00,ET,-35,74.4,40,985,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,14JAN2000:06:00:00.00,ET,-36.1,74.9,40,985,S,E,South Pacific/Indian
2000,SI,MM,BABIOLA,14JAN2000:12:00:00.00,ET,-37.5,76.5,40,985,S,E,South Pacific/Indian
2000,SP,MM,IRIS,06JAN2000:12:00:00.00,NR,-15,164,25,1000,S,E,South Pacific/Indian
2000,SP,MM,IRIS,06JAN2000:18:00:00.00,NR,-15.3,164.2,30,998,S,E,South Pacific/Indian
2000,SP,MM,IRIS,07JAN2000:00:00:00.00,NR,-15.5,164.3,35,996,S,E,South Pacific/Indian
2000,SP,MM,IRIS,07JAN2000:06:00:00.00,NR,-16,164.5,40,992,S,E,South Pacific/Indian
2000,SP,MM,IRIS,07JAN2000:12:00:00.00,NR,-16.3,164.9,50,986,S,E,South Pacific/Indian
2000,SP,MM,IRIS,07JAN2000:18:00:00.00,NR,-16.3,165.3,55,981,S,E,South Pacific/Indian
2000,SP,MM,IRIS,08JAN2000:00:00:00.00,NR,-16.4,165.6,70,972,S,E,South Pacific/Indian
2000,SP,MM,IRIS,08JAN2000:06:00:00.00,NR,-16.6,166.5,80,964,S,E,South Pacific/Indian
2000,SP,MM,IRIS,08JAN2000:12:00:00.00,NR,-16.7,167.5,60,978,S,E,South Pacific/Indian
2000,SP,MM,IRIS,08JAN2000:18:00:00.00,NR,-17,168.3,50,986,S,E,South Pacific/Indian
2000,SP,MM,IRIS,09JAN2000:00:00:00.00,NR,-17.2,169.3,55,982,S,E,South Pacific/Indian
2000,SP,MM,IRIS,09JAN2000:06:00:00.00,NR,-17.5,170.5,50,984,S,E,South Pacific/Indian
2000,SP,MM,IRIS,09JAN2000:12:00:00.00,NR,-17.7,172.1,50,985,S,E,South Pacific/Indian
2000,SP,MM,IRIS,09JAN2000:18:00:00.00,NR,-18.7,174,45,988,S,E,South Pacific/Indian
2000,SP,MM,IRIS,10JAN2000:00:00:00.00,NR,-18.9,176.1,35,994,S,E,South Pacific/Indian
2000,SP,MM,IRIS,10JAN2000:06:00:00.00,NR,-19.4,177.7,30,998,S,E,South Pacific/Indian
2000,SP,MM,IRIS,10JAN2000:12:00:00.00,NR,-19.9,179,25,1000,S,E,South Pacific/Indian
2000,SP,MM,TD,26JAN2000:00:00:00.00,NR,-25,-169,40,998,S,W,South Pacific/Indian
2000,SP,MM,TD,26JAN2000:05:00:00.00,NR,-26,-168,40,1000,S,W,South Pacific/Indian
2000,SP,MM,JO,23JAN2000:00:00:00.00,NR,-14.5,171.7,25,1000,S,E,South Pacific/Indian
2000,SP,MM,JO,23JAN2000:06:00:00.00,NR,-14.7,172.1,25,999,S,E,South Pacific/Indian
2000,SP,MM,JO,23JAN2000:12:00:00.00,NR,-16.2,172.7,30,998,S,E,South Pacific/Indian
2000,SP,MM,JO,23JAN2000:18:00:00.00,NR,-17.3,172.6,30,997,S,E,South Pacific/Indian
2000,SP,MM,JO,24JAN2000:00:00:00.00,NR,-17.9,173.1,35,995,S,E,South Pacific/Indian
2000,SP,MM,JO,24JAN2000:06:00:00.00,NR,-18.5,173.4,40,990,S,E,South Pacific/Indian
2000,SP,MM,JO,24JAN2000:12:00:00.00,NR,-19.1,173.7,45,987,S,E,South Pacific/Indian
2000,SP,MM,JO,24JAN2000:18:00:00.00,NR,-19.6,174.2,50,985,S,E,South Pacific/Indian
2000,SP,MM,JO,25JAN2000:00:00:00.00,NR,-20.2,174.7,55,980,S,E,South Pacific/Indian
2000,SP,MM,JO,25JAN2000:06:00:00.00,NR,-21,174.9,60,978,S,E,South Pacific/Indian
2000,SP,MM,JO,25JAN2000:12:00:00.00,NR,-21.9,175.1,60,975,S,E,South Pacific/Indian
2000,SP,MM,JO,25JAN2000:18:00:00.00,NR,-22.6,176,60,974,S,E,South Pacific/Indian
2000,SP,MM,JO,26JAN2000:00:00:00.00,NR,-23.2,176.8,65,972,S,E,South Pacific/Indian
2000,SP,MM,JO,26JAN2000:06:00:00.00,NR,-24,177.9,60,974,S,E,South Pacific/Indian
2000,SP,MM,JO,26JAN2000:12:00:00.00,NR,-25.1,179,60,975,S,E,South Pacific/Indian
2000,SP,MM,JO,26JAN2000:18:00:00.00,NR,-26.3,-179.8,60,975,S,W,South Pacific/Indian
2000,SP,MM,JO,27JAN2000:00:00:00.00,NR,-27.4,-178.8,60,975,S,W,South Pacific/Indian
2000,SP,MM,JO,27JAN2000:06:00:00.00,NR,-28.5,-176.4,55,980,S,W,South Pacific/Indian
2000,SP,MM,JO,27JAN2000:12:00:00.00,NR,-30,-174.5,55,984,S,W,South Pacific/Indian
2000,SP,MM,JO,27JAN2000:18:00:00.00,NR,-29.9,-170.7,55,984,S,W,South Pacific/Indian
2000,SP,MM,JO,28JAN2000:00:00:00.00,NR,-31.8,-165.6,55,984,S,W,South Pacific/Indian
2000,SP,MM,JO,28JAN2000:06:00:00.00,NR,-33.5,-161.9,55,985,S,W,South Pacific/Indian
2000,SP,MM,JO,28JAN2000:12:00:00.00,NR,-34.9,-158.1,55,984,S,W,South Pacific/Indian
2000,SP,MM,JO,28JAN2000:18:00:00.00,NR,-37.5,-154.5,55,978,S,W,South Pacific/Indian
2000,SP,MM,JO,29JAN2000:00:00:00.00,NR,-40.9,-153.8,55,979,S,W,South Pacific/Indian
2000,SP,MM,JO,29JAN2000:06:00:00.00,NR,-42.6,-153.8,45,981,S,W,South Pacific/Indian
2000,SP,MM,JO,29JAN2000:12:00:00.00,NR,-43.7,-153.7,45,983,S,W,South Pacific/Indian
2000,SP,MM,JO,29JAN2000:18:00:00.00,NR,-44.5,-153.6,45,974,S,W,South Pacific/Indian
2000,SP,MM,JO,30JAN2000:00:00:00.00,NR,-45,-153.4,40,989,S,W,South Pacific/Indian
2000,SP,MM,JO,30JAN2000:06:00:00.00,NR,-45.3,-153.3,40,988,S,W,South Pacific/Indian
2000,SP,MM,JO,30JAN2000:12:00:00.00,NR,-45.6,-152.9,40,988,S,W,South Pacific/Indian
2000,SP,MM,JO,30JAN2000:18:00:00.00,NR,-45.8,-152.1,40,990,S,W,South Pacific/Indian
2000,SP,MM,JO,31JAN2000:00:00:00.00,NR,-45.9,-150.7,35,991,S,W,South Pacific/Indian
2000,SP,MM,JO,31JAN2000:06:00:00.00,NR,-46,-149,35,993,S,W,South Pacific/Indian
2000,SP,MM,JO,31JAN2000:12:00:00.00,NR,-46,-147,30,997,S,W,South Pacific/Indian
2000,SP,MM,JO,31JAN2000:18:00:00.00,NR,-46,-145,25,998,S,W,South Pacific/Indian
2000,SP,MM,JO,01FEB2000:00:00:00.00,NR,-45.6,-142,25,999,S,W,South Pacific/Indian
2000,SP,MM,JO,01FEB2000:06:00:00.00,NR,-45,-141,25,998,S,W,South Pacific/Indian
